('WORD', 'TAG', 'PREDICTED TAG')
('yebhanki', 'N09', 'N09')
('eqhelekileyo', 'V', 'V')
('yokuthenga', 'V', 'V')
('indlu', 'N09', 'N09')
('$', 'END', 'END')
0.7692307692307693
('^', 'START', 'START')
('Siza', 'V', 'V')
('kuseka', 'V', 'V')
('ingxowa-mali', 'P', 'V')
('yesiqinisekiso', 'N', 'V')
('se-R1', 'ADV', 'V')
('sebhiliyoni', 'ADV', 'V')
('ukukhuthaza', 'V', 'V')
('iibhanki', 'LOC', 'V')
('zabucala', 'M', 'V')
('necandelo', 'N05', 'N05')
('lezezindlu', 'N10', 'V')
('ukuba', 'CONJ', 'CONJ')
('ziphuhlise', 'V', 'V')
('imveliso', 'N09', 'N09')
('entsha', 'N14', 'N14')
('ukukhawulelana', 'V', 'V')
('noku', 'ADV', 'ADV')
('kufuneka', 'V', 'V')
('kwezindlu', 'N10', 'N10')
('$', 'END', 'END')
0.6666666666666666
('^', 'START', 'START')
('Bantu', 'N02', 'V')
('bakuthi', 'V', 'V')
('$', 'END', 'END')
0.75
('^', 'START', 'START')
('Kunyaka', 'N05', 'N05')
('ophelileyo', 'V', 'V')
('sathi', 'ADV', 'V')
('abantu', 'N02', 'N02')
('basemaphandleni', 'N06', 'V')
('nabo', 'ADV', 'ADV')
('banelungelo', 'N05', 'N05')
('lokuba', 'V', 'V')
('nombane', 'N03', 'N03')
('amanzi', 'N06', 'N06')
('izindlu', 'N10', 'N10')
('zangasese', 'M', 'V')
('ezigungxulwayo', 'V', 'V')
('neendlela', 'N10', 'N10')
('$', 'END', 'END')
0.8125
('^', 'START', 'START')
('Sathi', 'P', 'V')
('kufanele', 'V', 'V')
('babe', 'N', 'N')
('neendawo', 'N10', 'V')
('zezemidlalo', 'REL', 'V')
('kunye', 'ADJ05', 'ADJ05')
('neendawo', 'N10', 'V')
('zokuthenga', 'V', 'V')
('ezinkulu', 'POS06', 'N')
('neziphucukileyo', 'V', 'V')
('njengezasezidolophini', 'LOC', 'V')
('$', 'END', 'END')
0.5384615384615384
('^', 'START', 'START')
('Kule', 'DEM01', 'DEM01')
('meko', 'N', 'N')
('sisungule', 'V', 'V')
('isiza', 'V', 'V')
('selinge', 'V', 'V')
('lokuqala', 'V', 'V')
('leNkqubo', 'N09', 'V')
('yoPhuhliso', 'P', 'P')
('oluBanzi', 'REL11', 'V')
('lwaseMaphandleni', 'ADV', 'N')
('eGiyani', 'N', 'N')
('eLimpopo', 'N', 'V')
('kweyeThupha', 'P', 'V')
('kulo', 'DEM01', 'DEM01')
('nyaka', 'N05', 'N05')
('uphelileyo', 'ADV', 'ADV')
('$', 'END', 'END')
0.7222222222222222
('^', 'START', 'START')
('Ukususela', 'V', 'V')
('ngelo', 'ADV', 'ADV')
('xesha', 'N', 'N')
('ngama-231', 'V', 'V')
('ezindlu', 'N10', 'N10')
('ezakhiweyo', 'V', 'V')
('$', 'END', 'END')
1.0
('^', 'START', 'START')
('Inkqubela', 'N09', 'N09')
('phambili', 'ADV', 'ADV')
('yokubonelela', 'V', 'V')
('ngeziseko', 'N08', 'V')
('zoncedo', 'V', 'V')
('ukuxhasa', 'V', 'V')
('uphuhliso', 'N', 'N')
('lwezolimo', 'POS', 'V')
('noqeqesho', 'N11', 'N11')
('lwabahlali', 'V', 'V')
('seyenziwe', 'V', 'V')
('nayo', 'ADV', 'ADV')
('$', 'END', 'END')
0.8571428571428571
('^', 'START', 'START')
('Ufikelelo', 'N', 'N')
('kumaziko', 'N06', 'N06')
('ezempilo', 'N09', 'V')
('nawezemfundo', 'N09', 'V')
('sele', 'N', 'N')
('luphuculiwe', 'V', 'V')
('$', 'END', 'END')
0.75
('^', 'START', 'START')
('Siphumeza', 'V', 'V')
('iinkqubo', 'N10', 'N10')
('ezifanayo', 'V', 'V')
('kwiziza', 'V', 'V')
('ezisixhenxe', 'REL', 'V')
('elizweni', 'N05', 'N05')
('jikelele', 'PRN', 'V')
('oku', 'DEM01', 'DEM01')
('kuza', 'V', 'V')
('kuxhamlisa', 'V', 'V')
('iwodi', 'N', 'V')
('$', 'END', 'END')
0.7692307692307693
('^', 'START', 'START')
('Ngowama-2014', 'ADV', 'V')
('sizimisele', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('neziza', 'N08', 'V')
('kwiiwodi', 'V', 'V')
('ezili-16', 'P', 'V')
('$', 'END', 'END')
0.625
('^', 'START', 'START')
('Sifuna', 'V', 'V')
('imizi', 'N04', 'V')
('kwezi', 'DEM01', 'DEM01')
('ziza', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('iphumeze', 'V', 'V')
('iimfuno', 'N10', 'N10')
('zayo', 'POS10', 'POS10')
('zokutya', 'V', 'V')
('ngemveliso', 'N09', 'V')
('yazo', 'POS04', 'REL')
('ngowama-2014', 'P', 'V')
('$', 'END', 'END')
0.7142857142857143
('^', 'START', 'START')
('Kancinci', 'ADV', 'V')
('kancinci', 'ADV', 'ADV')
('kuza', 'V', 'V')
('kude', 'ADJ05', 'ADJ05')
('kulunge', 'V', 'V')
('bantu', 'N02', 'N02')
('bakuthi', 'V', 'V')
('kuthiwa', 'V', 'N')
('nenkqayi', 'V', 'V')
('iqala', 'V', 'V')
('ngentlontlo', 'N09', 'V')
('$', 'END', 'END')
0.7692307692307693
('^', 'START', 'START')
('Sikwafuna', 'V', 'V')
('ukudibanisa', 'V', 'V')
('ngcono', 'CONJ', 'CONJ')
('iinkqubo', 'N10', 'N10')
('zobuyiselo', 'V', 'V')
('mhlaba', 'N03', 'V')
('nenkxaso', 'P', 'P')
('yezolimo', 'POS', 'POS')
('$', 'END', 'END')
0.9
('^', 'START', 'START')
('Impumelelo', 'N09', 'V')
('yethu', 'POS04', 'V')
('kule', 'DEM01', 'DEM01')
('ndawo', 'N', 'N')
('iya', 'N05', 'N05')
('kubonakala', 'V', 'V')
('ngokwanda', 'V', 'V')
('kwenani', 'N05', 'N05')
('lamafama', 'V', 'V')
('ezinga', 'N05', 'V')
('elincinci', 'ADJ05', 'V')
('athi', 'V', 'V')
('akhule', 'V', 'V')
('aphuhle', 'V', 'V')
('kwezoqoqosho', 'N', 'N')
('$', 'END', 'END')
0.7647058823529411
('^', 'START', 'START')
('SoMlomo', 'POS', 'V')
('oHloniphekileyo', 'POS', 'V')
('noSihlalo', 'V', 'V')
('weBhunga', 'P', 'V')
('leSizwe', 'N07', 'V')
('lamaPhondo', 'N06', 'V')
('$', 'END', 'END')
0.375
('^', 'START', 'START')
('Asisilo', 'DEM01', 'V')
('lizwe', 'N05', 'N05')
('lityebileyo', 'V', 'V')
('kwicala', 'N05', 'N05')
('lokuba', 'V', 'V')
('namanzi', 'N06', 'N06')
('$', 'END', 'END')
0.875
('^', 'START', 'START')
('Noxa', 'ADV', 'V')
('kunjalo', 'ADV', 'ADV')
('sisalahlekelwa', 'V', 'V')
('ngamanzi', 'N06', 'V')
('amaninzi', 'ADJ06', 'V')
('ngenxa', 'N05', 'N05')
('yemibhobho', 'N04', 'V')
('evuzayo', 'V', 'V')
('nokungoneli', 'V', 'V')
('kweziseko', 'N09', 'V')
('zoncedo', 'N11', 'V')
('$', 'END', 'END')
0.5384615384615384
('^', 'START', 'START')
('Siza', 'V', 'V')
('kuba', 'CONJ', 'CONJ')
('namanyathelo', 'N06', 'V')
('esiwabekayo', 'V', 'V')
('ukunciphisa', 'V', 'V')
('ukulahlekelwa', 'V', 'V')
('kwethu', 'POS15', 'POS15')
('ngamanzi', 'N06', 'V')
('kangangesiqingatha', 'V', 'V')
('ngowama-2014', 'P', 'V')
('$', 'END', 'END')
0.75
('^', 'START', 'START')
('MaLungu', 'N06', 'V')
('aHloniphekileyo', 'V', 'V')
('$', 'END', 'END')
0.75
('^', 'START', 'START')
('Njengenxalenye', 'P', 'N09')
('yethu', 'POS04', 'POS04')
('yokukhuthaza', 'V', 'V')
('ukukhula', 'V', 'V')
('koqoqosho', 'POS', 'POS')
('sisazama', 'V', 'V')
('indlela', 'N09', 'N09')
('yokunciphisa', 'V', 'V')
('iindleko', 'N10', 'N10')
('zoqhagamshelwano', 'POS', 'POS')
('$', 'END', 'END')
0.9166666666666666
('^', 'START', 'START')
('Uluntu', 'N11', 'V')
('lwaseMzantsi', 'LOC', 'LOC')
('Afrika', 'N05', 'N05')
('lungalindela', 'V', 'V')
('okunye', 'V', 'V')
('ukuthotywa', 'V', 'V')
('kwamaxabiso', 'N06', 'N06')
('othungelwano-maza', 'V', 'V')
('umnxeba', 'N03', 'V')
('weselula', 'V', 'V')
('umnxeba', 'N03', 'V')
('wocingo', 'N10', 'V')
('kunye', 'ADJ05', 'ADJ05')
('namaxabiso', 'N06', 'V')
('eminxeba', 'N04', 'V')
('kawonkewonke', 'V', 'V')
('$', 'END', 'END')
0.6666666666666666
('^', 'START', 'START')
('Siza', 'V', 'V')
('kusebenzela', 'V', 'V')
('ukwandisa', 'V', 'V')
('isantya', 'N07', 'V')
('sothungelwano-maza', 'V', 'V')
('nokuqinisekisa', 'V', 'V')
('izinga', 'N09', 'N09')
('eliphezulu', 'ADV', 'ADV')
('lenkonzo', 'N10', 'V')
('ye-Intaneti', 'N', 'V')
('ngokuhambelana', 'V', 'V')
('nemigangatho', 'N04', 'V')
('yezizwe', 'N08', 'N08')
('ngezizwe', 'N08', 'N08')
('$', 'END', 'END')
0.75
('^', 'START', 'START')
('Bemi', 'N', 'V')
('boMzantsi', 'LOC', 'LOC')
('Afrika', 'N05', 'N05')
('$', 'END', 'END')
0.8
('^', 'START', 'START')
('Lo', 'DEM01', 'DEM01')
('rhulumente', 'N', 'N')
('uza', 'N11', 'V')
('kuqinisekisa', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('indalo', 'N09', 'N09')
('yethu', 'POS04', 'POS04')
('nemithombo', 'N04', 'N09')
('yethu', 'POS04', 'POS04')
('yendalo', 'N09', 'N09')
('ikhuseleke', 'V', 'V')
('kakuhle', 'V', 'V')
('kwaye', 'ADV', 'ADV')
('ixhotyiswa', 'V', 'V')
('rhoqo', 'ADV', 'ADV')
('$', 'END', 'END')
0.8823529411764706
('^', 'START', 'START')
('Sikunye', 'V', 'N')
('neBrazil', 'P', 'V')
('i-India', 'V', 'N')
('neChina', 'V', 'V')
('kwangenelela', 'V', 'N')
('ne-United', 'P', 'V')
('States', 'N', 'V')
('emele', 'V', 'V')
('ihlabathi', 'N09', 'N09')
('eliphuhlileyo', 'V', 'V')
('senze', 'V', 'V')
('igalelo', 'N05', 'N05')
('elincomekayo', 'V', 'V')
('kwisivumelwano', 'N07', 'N07')
('esamkelwa', 'V', 'V')
('kwiNdibano', 'N', 'V')
('engokuGuquguquka', 'LOC', 'V')
('kweMozulu', 'POS', 'V')
('ebiseCopenhagen', 'P', 'V')
('kweyoMnga', 'V', 'V')
('kulo', 'DEM01', 'DEM01')
('nyaka', 'N05', 'N05')
('uphelileyo', 'ADV', 'ADV')
('$', 'END', 'END')
0.6
('^', 'START', 'START')
('Nangona', 'CONJ', 'CONJ')
('singahambi', 'ADV', 'V')
('ngangokuba', 'V', 'V')
('kulindelekile', 'V', 'V')
('nje', 'ADV', 'ADV')
('linyathelo', 'N', 'V')
('elibalulekileyo', 'V', 'V')
('ukubheka', 'V', 'V')
('phambili', 'ADV', 'ADV')
('kuba', 'CONJ', 'V')
('sibophelela', 'V', 'V')
('onke', 'QUANT06', 'V')
('amazwe', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('kubekho', 'PRN', 'V')
('into', 'N09', 'N09')
('ayenzayo', 'V', 'V')
('ngokuguquguquka', 'V', 'V')
('kwemozulu', 'POS', 'POS')
('$', 'END', 'END')
0.7619047619047619
('^', 'START', 'START')
('Siza', 'V', 'V')
('kusebenza', 'V', 'V')
('ngokuthe', 'V', 'V')
('chatha', 'V', 'V')
('kunye', 'ADJ05', 'ADJ05')
('noogxa', 'POS', 'N02')
('bethu', 'POS14', 'POS14')
('bezizwe', 'V', 'V')
('ngezizwe', 'N08', 'V')
('sisebenzela', 'V', 'V')
('isivumelwano', 'N07', 'V')
('esibophelela', 'V', 'V')
('ngokusemthethweni', 'COP', 'COP')
('$', 'END', 'END')
0.8
('^', 'START', 'START')
('NjengoMzantsi', 'LOC', 'V')
('Afrika', 'N05', 'N05')
('sizibophelele', 'V', 'V')
('ngokuzithandela', 'V', 'V')
('kwiinjongo', 'V', 'V')
('eziphambili', 'ADV', 'ADV')
('ezibaluliweyo', 'V', 'V')
('zokunciphisa', 'V', 'V')
('ungcoliseko', 'N', 'V')
('kwaye', 'ADV', 'ADV')
('siza', 'V', 'V')
('kuqhubekeka', 'V', 'V')
('ukusebenzisa', 'V', 'V')
('isicwangciso-qhinga', 'N', 'V')
('sethu', 'POS07', 'V')
('sokunciphisa', 'V', 'V')
('ukuguquguquka', 'V', 'V')
('kwemozulu', 'POS', 'V')
('sexesha', 'N05', 'N05')
('elide', 'ADJ05', 'V')
('$', 'END', 'END')
0.7272727272727273
('^', 'START', 'START')
('MaLungu', 'N06', 'V')
('aHloniphekileyo', 'V', 'V')
('$', 'END', 'END')
0.75
('^', 'START', 'START')
('Siza', 'V', 'V')
('kuqinisa', 'V', 'V')
('amalinge', 'V', 'V')
('wethu', 'POS01', 'V')
('okuphakamisa', 'V', 'V')
('iimfuno', 'N10', 'N10')
('zoMzantsi', 'LOC', 'LOC')
('Afrika', 'N05', 'N05')
('kwihlabathi', 'N05', 'N05')
('jikelele', 'PRN', 'PRN')
('$', 'END', 'END')
0.9166666666666666
('^', 'START', 'START')
('Siza', 'V', 'V')
('kuwaxhasa', 'V', 'V')
('amalinge', 'V', 'V')
('okukhawulezisa', 'V', 'V')
('indibaniselwano', 'N10', 'V')
('yepolitiki', 'V', 'N')
('neyoqoqosho', 'N09', 'V')
('yommandla', 'POS', 'V')
('weNkqubo', 'N09', 'V')
('yokuPhuhliswa', 'V', 'V')
('kwaMazwe', 'V', 'V')
('e-Afrika', 'N', 'N')
('eseMazantsi', 'LOC', 'V')
('i-SADC', 'N', 'N')
('nokukhuthaza', 'V', 'V')
('urhwebo', 'N11', 'V')
('notyalo-mali', 'P', 'V')
('phakathi', 'ADV', 'ADV')
('kulo', 'DEM01', 'DEM01')
('mmandla', 'P', 'V')
('$', 'END', 'END')
0.5909090909090909
('^', 'START', 'START')
('UMzantsi', 'P', 'DEM01')
('Afrika', 'N05', 'N05')
('usaqhubekeka', 'V', 'V')
('ukudlala', 'V', 'V')
('indima', 'N09', 'N09')
('ephambili', 'ADV', 'ADV')
('kumalinge', 'V', 'V')
('elizwekazi', 'N05', 'N05')
('ukomeleza', 'V', 'V')
('iManyano', 'N', 'V')
('yamaZwe', 'N06', 'V')
('ase-Afrika', 'N', 'V')
('kunye', 'ADJ05', 'ADJ05')
('neziseko', 'N10', 'V')
('zayo', 'POS10', 'V')
('nokusebenzela', 'V', 'V')
('umanyano', 'N11', 'N11')
('$', 'END', 'END')
0.6842105263157895
('^', 'START', 'START')
('Siza', 'V', 'V')
('kunikezela', 'V', 'V')
('amandla', 'N06', 'N06')
('ekuvuseleleni', 'V', 'V')
('ubuDlelwane', 'N', 'V')
('obuTsha', 'POS', 'V')
('boPhuhliso', 'LOC', 'V')
('lwe-Afrika', 'N', 'N')
('njengesicwangciso-qhinga', 'V', 'V')
('sophuhliso', 'P', 'V')
('loqoqosho', 'POS', 'POS')
('kwilizwekazi', 'N05', 'N05')
('$', 'END', 'END')
0.7142857142857143
('^', 'START', 'START')
('Bemi', 'N', 'V')
('boMzantsi', 'LOC', 'LOC')
('Afrika', 'N05', 'N05')
('$', 'END', 'END')
0.8
('^', 'START', 'START')
('INkonzo', 'POS', 'V')
('kaRhulumente', 'N01', 'N01')
('isabele', 'V', 'V')
('kubizo', 'N11', 'V')
('lokwenza', 'V', 'V')
('eli', 'DEM01', 'DEM01')
('ixesha', 'N05', 'N05')
('lokuqala', 'V', 'V')
('lokusebenza', 'V', 'V')
('msinyane', 'V', 'V')
('nokuphuculwa', 'V', 'V')
('komsebenzi', 'N01', 'N01')
('karhulumente', 'N01', 'N01')
('$', 'END', 'END')
0.8666666666666667
('^', 'START', 'START')
('Siza', 'V', 'V')
('kulindela', 'V', 'V')
('ukusebenza', 'V', 'V')
('okugqwesileyo', 'V', 'V')
('nokusebenza', 'V', 'V')
('ngamandla', 'N06', 'N06')
('$', 'END', 'END')
1.0
('^', 'START', 'START')
('Sifuna', 'V', 'V')
('abasebenzi', 'N02', 'N02')
('bakarhulumente', 'N01', 'N01')
('abakhutheleyo', 'V', 'V')
('abakwaziyo', 'V', 'V')
('ukusebenza', 'V', 'V')
('nabazikhathaleleyo', 'V', 'V')
('iimfuno', 'N10', 'N10')
('zoluntu', 'N11', 'N11')
('$', 'END', 'END')
1.0
('^', 'START', 'START')
('Urhulumente', 'N01', 'DEM01')
('sele', 'N', 'N')
('esebenzela', 'V', 'V')
('uphuhliso', 'N', 'N')
('nokuphunyezwa', 'V', 'V')
('kwenkqubo', 'N09', 'N09')
('yophuhliso', 'P', 'V')
('lwenkonzo', 'N09', 'N09')
('karhulumente', 'N01', 'N01')
('oluya', 'V', 'V')
('kucacisa', 'V', 'V')
('indlela', 'N09', 'N09')
('nomgangatho', 'N03', 'V')
('wokuziphatha', 'V', 'V')
('kwabasebenzi', 'N02', 'N02')
('bakarhulumente', 'N01', 'POS14')
('kuwo', 'PRON03', 'PRON03')
('onke', 'QUANT06', 'QUANT06')
('amazinga', 'N06', 'N06')
('$', 'END', 'END')
0.8095238095238095
('^', 'START', 'START')
('MaLungu', 'N06', 'V')
('aHloniphekileyo', 'V', 'V')
('$', 'END', 'END')
0.75
('^', 'START', 'START')
('Siyaqhubekeka', 'N', 'V')
('ngamalinge', 'V', 'V')
('wethu', 'POS01', 'V')
('okuncothula', 'V', 'V')
('urhwaphilizo', 'N', 'N')
('nenkohliso', 'P', 'V')
('ekunikezelweni', 'V', 'V')
('kwemisebenzi', 'N04', 'N04')
('neenkqubo', 'N10', 'N10')
('zeziniki', 'V', 'V')
('maxabiso', 'N06', 'V')
('nakwizicelo', 'N08', 'V')
('zeempepha', 'V', 'V')
('mvume', 'N09', 'V')
('zokuqhuba', 'V', 'V')
('inkxaso-mali', 'N', 'V')
('karhulumente', 'N01', 'N01')
('yezentlalo', 'POS', 'V')
('namaxwebhu', 'POS', 'POS')
('ezazisi', 'N', 'V')
('phakathi', 'ADV', 'ADV')
('kwezinye', 'POS15', 'POS15')
('$', 'END', 'END')
0.625
('^', 'START', 'START')
('Sixolile', 'V', 'V')
('yinkqubela', 'N09', 'N09')
('urhulumente', 'N01', 'N01')
('ayenzayo', 'V', 'V')
('kwezinye', 'POS15', 'POS15')
('iindawo', 'N10', 'N10')
('$', 'END', 'END')
1.0
('^', 'START', 'START')
('Kule', 'DEM01', 'DEM01')
('veki', 'V', 'V')
('sirhoxise', 'V', 'V')
('iintlawulo', 'N10', 'N10')
('zenkxaso-mali', 'N09', 'V')
('karhulumente', 'N01', 'N01')
('yezentlalo', 'POS', 'V')
('zenkohliso', 'P', 'V')
('687', 'V', 'V')
('ezixabisa', 'V', 'V')
('i-R180', 'N', 'V')
('lezigidi', 'N08', 'V')
('$', 'END', 'END')
0.6428571428571429
('^', 'START', 'START')
('IKomiti', 'N', 'N09')
('yethu', 'POS04', 'POS04')
('yabaPhathiswa', 'V', 'V')
('ejongene', 'V', 'V')
('noRhwaphilizo', 'POS', 'V')
('isakhangela', 'V', 'V')
('iindlela', 'N10', 'N10')
('zokuloyisa', 'V', 'V')
('luphele', 'V', 'V')
('nya', 'V', 'V')
('urhwaphilizo', 'N', 'N')
('$', 'END', 'END')
0.8461538461538461
('^', 'START', 'START')
('Xa', 'N05', 'N05')
('sisebenzisana', 'V', 'V')
('singenza', 'V', 'V')
('ngcono', 'CONJ', 'CONJ')
('$', 'END', 'END')
1.0
('^', 'START', 'START')
('Bantu', 'N02', 'V')
('bakuthi', 'V', 'V')
('$', 'END', 'END')
0.75
('^', 'START', 'START')
('Njengoko', 'ADV', 'ADV')
('nisazi', 'V', 'V')
('savelisa', 'V', 'V')
('uMnxeba', 'N03', 'V')
('kaMongameli', 'POS', 'V')
('ongaValwayo', 'REL', 'V')
('ukwenza', 'V', 'V')
('ufikelelo', 'N', 'N')
('kurhulumente', 'N01', 'N01')
('nakuMongameli', 'V', 'V')
('lube', 'V', 'V')
('lula', 'ADV', 'ADV')
('ngakumbi', 'ADV', 'ADV')
('kuluntu', 'N11', 'N11')
('nokunceda', 'V', 'V')
('ukususa', 'V', 'V')
('imiqobo', 'N04', 'V')
('ekunikezelo', 'REL', 'V')
('nkonzo', 'N09', 'N09')
('$', 'END', 'END')
0.7619047619047619
('^', 'START', 'START')
('Lo', 'DEM01', 'DEM01')
('mnxeba', 'N03', 'V')
('ungavalwayo', 'V', 'V')
('ubonakalisa', 'V', 'V')
('ukuzimisela', 'V', 'V')
('kwethu', 'POS15', 'POS15')
('ekwenzeni', 'V', 'V')
('izinto', 'N10', 'N10')
('ngendlela', 'N09', 'N09')
('eyahlukileyo', 'V', 'V')
('eburhulumenteni', 'LOC', 'V')
('$', 'END', 'END')
0.8461538461538461
('^', 'START', 'START')
('Lo', 'DEM01', 'DEM01')
('mnxeba', 'V', 'V')
('wenze', 'V', 'V')
('umahluko', 'N01', 'V')
('kubomi', 'N14', 'V')
('babemi', 'P', 'P')
('boMzantsi', 'LOC', 'LOC')
('Afrika', 'N05', 'N05')
('abaninzi', 'POS06', 'V')
('$', 'END', 'END')
0.7272727272727273
('^', 'START', 'START')
('Singakhankanya', 'V', 'V')
('uNkosk', 'V', 'V')
('$', 'END', 'END')
1.0
('^', 'START', 'START')
('Buziwe', 'V', 'V')
('Ngaleka', 'V', 'V')
('waseMount', 'V', 'V')
('Frere', 'N', 'V')
('omnxeba', 'N03', 'V')
('wakhe', 'POS01', 'V')
('umalunga', 'N', 'V')
('nemali', 'N09', 'N09')
('yomhlalaphantsi', 'V', 'V')
('yomyeni', 'N01', 'N01')
('wakhe', 'POS01', 'POS01')
('ongasekhoyo', 'REL', 'REL')
('waba', 'V', 'V')
('ngowokuqala', 'V', 'V')
('esawufumanayo', 'V', 'V')
('ngosuku', 'N11', 'V')
('lokuqala', 'V', 'V')
('lale', 'DEM01', 'DEM01')
('nkonzo', 'N09', 'N09')
('$', 'END', 'END')
0.7619047619047619
('^', 'START', 'START')
('Ukunye', 'V', 'V')
('nathi', 'ADV', 'ADV')
('apha', 'DEM01', 'DEM01')
('ngokuhlwa', 'V', 'V')
('nje', 'ADV', 'ADV')
('$', 'END', 'END')
1.0
('^', 'START', 'START')
('Kwakhona', 'ADV', 'ADV')
('phakathi', 'ADV', 'ADV')
('kwethu', 'POS15', 'POS15')
('sinoMnu', 'POS06', 'V')
('Nkululeko', 'POS', 'V')
('Cele', 'N', 'V')
('owancedakala', 'V', 'V')
('ngokuthi', 'V', 'V')
('afumane', 'V', 'V')
('ixwebhu', 'N', 'V')
('lakhe', 'POS05', 'V')
('lesazisi', 'N01', 'V')
('elathi', 'V', 'V')
('lamenza', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('akwazi', 'V', 'V')
('ukubhalisa', 'V', 'V')
('kwi-Yunivesiti', 'N', 'V')
('yezobuGcisa', 'V', 'V')
('yaseThswane', 'N', 'V')
('$', 'END', 'END')
0.6363636363636364
('^', 'START', 'START')
('La', 'V', 'V')
('ngamabini', 'V', 'V')
('nje', 'ADV', 'ADV')
('kumabali', 'V', 'V')
('amaninzi', 'ADJ06', 'V')
('empumelelo', 'N09', 'N09')
('$', 'END', 'END')
0.875
('^', 'START', 'START')
('Kule', 'DEM01', 'DEM01')
('neminye', 'ADV', 'ADV')
('imizekelo', 'N04', 'V')
('siqaphele', 'V', 'V')
('ubuthakathaka', 'V', 'V')
('ekufanele', 'V', 'V')
('bulungiswe', 'V', 'V')
('ngamazinga', 'REL01', 'V')
('awohluka', 'V', 'V')
('hlukeneyo', 'V', 'V')
('aseburhulumenteni', 'LOC', 'V')
('$', 'END', 'END')
0.7692307692307693
('^', 'START', 'START')
('Ngegunya', 'N05', 'V')
('likaSomlomo', 'POS', 'V')
('siye', 'V', 'V')
('samema', 'V', 'V')
('igqiza', 'N05', 'V')
('lamaqela', 'COP', 'V')
('ngamaqela', 'N', 'V')
('asePalamente', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('atyelele', 'V', 'V')
('eli', 'DEM01', 'DEM01')
('ziko', 'N05', 'N05')
('lomnxeba', 'N03', 'V')
('ukuze', 'CONJ', 'CONJ')
('amaLungu', 'N06', 'V')
('ePalamente', 'V', 'V')
('azibonele', 'V', 'V')
('ngokwawo', 'P', 'V')
('umsebenzi', 'N01', 'N01')
('owenziwayo', 'REL', 'V')
('$', 'END', 'END')
0.5909090909090909
('^', 'START', 'START')
('Bantu', 'N02', 'V')
('bakuthi', 'V', 'V')
('nabahlobo', 'N02', 'V')
('$', 'END', 'END')
0.6
('^', 'START', 'START')
('Ndizicacisile', 'V', 'V')
('iimpawu', 'N10', 'N10')
('zezicwangciso', 'N08', 'V')
('zethu', 'POS10', 'REL')
('zowama-2010', 'P', 'V')
('isibophelelo', 'N', 'N07')
('sethu', 'POS07', 'POS07')
('esihlangeneyo', 'V', 'V')
('njengorhulumente', 'V', 'V')
('kubantu', 'N02', 'N02')
('baseMzantsi', 'LOC', 'LOC')
('Afrika', 'N05', 'N05')
('$', 'END', 'END')
0.7142857142857143
('^', 'START', 'START')
('INtetho', 'N09', 'V')
('kaMongameli', 'POS', 'V')
('engoBume', 'N14', 'V')
('beSizwe', 'N07', 'V')
('inika', 'V', 'V')
('umfanekiso', 'N03', 'N03')
('ophangaleleyo', 'V', 'V')
('wesicwangciso', 'N07', 'V')
('sethu', 'POS07', 'V')
('somsebenzi', 'N02', 'V')
('$', 'END', 'END')
0.4166666666666667
('^', 'START', 'START')
('AbaPhathiswa', 'V', 'V')
('baza', 'N02', 'V')
('kunikezela', 'V', 'V')
('ngeenkcukacha', 'N10', 'N10')
('kwiintetho', 'N09', 'V')
('zabo', 'DEM02', 'DEM02')
('zoHlahlo', 'N11', 'V')
('Lwabiwo-mali', 'V', 'V')
('lwabo', 'DEM02', 'DEM02')
('olwahluka', 'V', 'V')
('hlukeneyo', 'REL', 'V')
('$', 'END', 'END')
0.6923076923076923
('^', 'START', 'START')
('MaLungu', 'N06', 'V')
('aHloniphekileyo', 'V', 'V')
('Bemi', 'P', 'V')
('boMzantsi', 'LOC', 'LOC')
('Afrika', 'N05', 'N05')
('$', 'END', 'END')
0.7142857142857143
('^', 'START', 'START')
('KweyeNkanga', 'V', 'V')
('kulo', 'DEM01', 'DEM01')
('nyaka', 'N05', 'N05')
('siya', 'V', 'V')
('kuphawula', 'V', 'V')
('isikhumbuzo', 'N07', 'N')
('seminyaka', 'N04', 'REL')
('eli-150', 'REL', 'V')
('yokufika', 'V', 'V')
('kwamaNdiya', 'N', 'V')
('eMzantsi', 'LOC', 'LOC')
('Afrika', 'N05', 'N05')
('$', 'END', 'END')
0.7142857142857143
('^', 'START', 'START')
('Oku', 'DEM01', 'DEM01')
('kunikeza', 'V', 'V')
('ithuba', 'N09', 'N09')
('lokuba', 'V', 'V')
('sikwazi', 'V', 'V')
('ukubaluleka', 'V', 'V')
('kwegalelo', 'N05', 'V')
('elenziwe', 'V', 'V')
('ngamaNdiya', 'P', 'V')
('kumacandelo', 'N06', 'N06')
('ezemisebenzi', 'N', 'N')
('ezoshishino', 'P', 'V')
('ezenzululwazi', 'V', 'V')
('ezemidlalo', 'REL', 'V')
('ezenkolo', 'N', 'V')
('ezobugcisa', 'V', 'V')
('ezenkcubeko', 'N09', 'V')
('nempumelelo', 'N09', 'N09')
('nokomeleza', 'V', 'V')
('intando', 'N09', 'N09')
